"timestep","temp","hum","prec","epsilon","mu_A","theta","gamma_V","phi_HV","phi_VH","mu_V_temp","mu_V_hum","c_temp","c_rain","mu_A_rain","a_rain","gam_V_temp","a_hum"
9.8125,15.2857,0.7719,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6847,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0435
9.875,15.2857,0.7726,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.684,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0443
9.9375,15.2857,0.7734,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6832,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0451
10,15.2857,0.7742,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6824,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0459
10.0625,15.2857,0.7749,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6817,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0466
10.125,15.2857,0.7757,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6809,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0474
10.1875,15.2857,0.7764,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6802,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0481
10.25,15.2857,0.7771,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6795,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0488
10.3125,15.2857,0.7779,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6788,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0495
10.375,15.2857,0.7785,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6781,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0502
10.4375,15.2857,0.7792,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6774,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0509
10.5,15.2857,0.7799,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6767,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0516
10.5625,15.2852,0.7806,0,0.0216,0.017,0.4666,0.0337,0.1983,0.1443,0.0233,0.676,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0522
10.625,15.284,0.7813,0,0.0216,0.017,0.4663,0.0337,0.1983,0.1442,0.0233,0.6753,0.59,-0.0135,0.027,-0.0135,-0.8833,0.053
10.6875,15.2824,0.782,0,0.0216,0.017,0.4658,0.0337,0.1981,0.1441,0.0234,0.6746,0.5899,-0.0135,0.027,-0.0135,-0.8834,0.0537
10.75,15.2801,0.7828,0,0.0216,0.017,0.4653,0.0337,0.198,0.1439,0.0234,0.6739,0.5898,-0.0135,0.027,-0.0135,-0.8837,0.0544
10.8125,15.2773,0.7835,0,0.0215,0.017,0.4645,0.0337,0.1978,0.1437,0.0234,0.6731,0.5896,-0.0135,0.027,-0.0135,-0.8839,0.0552
10.875,15.274,0.7843,0,0.0215,0.0171,0.4637,0.0336,0.1975,0.1435,0.0234,0.6723,0.5894,-0.0135,0.027,-0.0135,-0.8843,0.0559
10.9375,15.2701,0.7851,0,0.0215,0.0171,0.4627,0.0336,0.1972,0.1432,0.0234,0.6715,0.5892,-0.0135,0.027,-0.0135,-0.8847,0.0567
11,15.2656,0.7859,0,0.0214,0.0171,0.4615,0.0336,0.1969,0.1429,0.0234,0.6707,0.5889,-0.0135,0.027,-0.0135,-0.8851,0.0576
11.0625,15.2606,0.7868,0,0.0214,0.0171,0.4603,0.0336,0.1965,0.1425,0.0234,0.6699,0.5886,-0.0135,0.027,-0.0135,-0.8856,0.0584
11.125,15.255,0.7876,0,0.0213,0.0172,0.4588,0.0336,0.1961,0.1421,0.0234,0.669,0.5882,-0.0135,0.027,-0.0135,-0.8862,0.0592
11.1875,15.2489,0.7885,0,0.0213,0.0172,0.4573,0.0336,0.1957,0.1416,0.0235,0.6682,0.5879,-0.0135,0.027,-0.0135,-0.8868,0.0601
11.25,15.2422,0.7894,0,0.0212,0.0173,0.4556,0.0335,0.1952,0.1412,0.0235,0.6673,0.5874,-0.0135,0.027,-0.0135,-0.8875,0.061
11.3125,15.2349,0.7903,0,0.0212,0.0173,0.4537,0.0335,0.1947,0.1406,0.0235,0.6664,0.587,-0.0135,0.027,-0.0135,-0.8882,0.0619
11.375,15.2271,0.7912,0,0.0211,0.0174,0.4518,0.0335,0.1941,0.1401,0.0235,0.6655,0.5865,-0.0135,0.027,-0.0135,-0.8889,0.0628
11.4375,15.2188,0.7921,0,0.021,0.0174,0.4497,0.0335,0.1935,0.1394,0.0236,0.6645,0.586,-0.0135,0.027,-0.0135,-0.8897,0.0637
11.5,15.2098,0.7931,0,0.021,0.0175,0.4474,0.0334,0.1928,0.1388,0.0236,0.6636,0.5854,-0.0135,0.027,-0.0135,-0.8906,0.0647
11.5625,15.2009,0.794,0,0.0209,0.0176,0.4452,0.0334,0.1922,0.1381,0.0236,0.6627,0.5849,-0.0135,0.027,-0.0135,-0.8914,0.0656
11.625,15.192,0.7949,0,0.0208,0.0176,0.443,0.0334,0.1915,0.1375,0.0237,0.6618,0.5843,-0.0135,0.027,-0.0135,-0.8922,0.0664
11.6875,15.183,0.7957,0,0.0207,0.0177,0.4407,0.0334,0.1909,0.1368,0.0237,0.661,0.5838,-0.0135,0.027,-0.0135,-0.893,0.0672
11.75,15.1741,0.7964,0,0.0206,0.0178,0.4385,0.0333,0.1902,0.1362,0.0237,0.6603,0.5832,-0.0135,0.027,-0.0135,-0.8939,0.068
11.8125,15.1652,0.7971,0,0.0206,0.0178,0.4363,0.0333,0.1896,0.1355,0.0237,0.6596,0.5827,-0.0135,0.027,-0.0135,-0.8947,0.0687
11.875,15.1563,0.7977,0,0.0205,0.0179,0.4341,0.0333,0.1889,0.1349,0.0238,0.659,0.5821,-0.0135,0.027,-0.0135,-0.8954,0.0693
11.9375,15.1473,0.7983,0,0.0204,0.018,0.4319,0.0332,0.1883,0.1342,0.0238,0.6584,0.5816,-0.0135,0.027,-0.0135,-0.8962,0.0699
12,15.1384,0.7988,0,0.0203,0.018,0.4297,0.0332,0.1876,0.1336,0.0238,0.6579,0.581,-0.0135,0.027,-0.0135,-0.897,0.0704
12.0625,15.1295,0.7993,0,0.0203,0.0181,0.4275,0.0332,0.187,0.1329,0.0239,0.6574,0.5804,-0.0135,0.027,-0.0135,-0.8978,0.0709
12.125,15.1205,0.7997,0,0.0202,0.0182,0.4253,0.0332,0.1863,0.1323,0.0239,0.657,0.5799,-0.0135,0.027,-0.0135,-0.8985,0.0713
12.1875,15.1116,0.8001,0,0.0201,0.0182,0.4232,0.0331,0.1857,0.1316,0.0239,0.6566,0.5793,-0.0135,0.027,-0.0135,-0.8993,0.0716
12.25,15.1027,0.8004,0,0.02,0.0183,0.421,0.0331,0.185,0.131,0.024,0.6563,0.5788,-0.0135,0.027,-0.0135,-0.9,0.0719
12.3125,15.0938,0.8007,0,0.02,0.0184,0.4189,0.0331,0.1844,0.1303,0.024,0.6561,0.5782,-0.0135,0.027,-0.0135,-0.9008,0.0722
12.375,15.0848,0.8009,0,0.0199,0.0184,0.4167,0.0331,0.1837,0.1297,0.024,0.6559,0.5776,-0.0135,0.027,-0.0135,-0.9015,0.0724
12.4375,15.0759,0.801,0,0.0198,0.0185,0.4146,0.033,0.1831,0.129,0.0241,0.6557,0.5771,-0.0135,0.027,-0.0135,-0.9022,0.0726
12.5,15.067,0.8011,0,0.0197,0.0186,0.4124,0.033,0.1824,0.1284,0.0241,0.6556,0.5765,-0.0135,0.027,-0.0135,-0.9029,0.0727
12.5625,15.0592,0.8012,0,0.0197,0.0186,0.4105,0.033,0.1819,0.1278,0.0241,0.6555,0.576,-0.0135,0.027,-0.0135,-0.9035,0.0728
12.625,15.0525,0.8014,0,0.0196,0.0187,0.4089,0.033,0.1814,0.1273,0.0241,0.6554,0.5756,-0.0135,0.027,-0.0135,-0.9041,0.0729
12.6875,15.0469,0.8015,0,0.0196,0.0187,0.4076,0.0329,0.181,0.1269,0.0242,0.6552,0.5752,-0.0135,0.027,-0.0135,-0.9045,0.073
12.75,15.0424,0.8017,0,0.0195,0.0188,0.4066,0.0329,0.1807,0.1266,0.0242,0.6551,0.5749,-0.0135,0.027,-0.0135,-0.9048,0.0732
12.8125,15.0391,0.8019,0,0.0195,0.0188,0.4058,0.0329,0.1804,0.1263,0.0242,0.6549,0.5747,-0.0135,0.027,-0.0135,-0.9051,0.0734
12.875,15.0368,0.8021,0,0.0195,0.0188,0.4052,0.0329,0.1803,0.1262,0.0242,0.6547,0.5746,-0.0135,0.027,-0.0135,-0.9053,0.0736
12.9375,15.0357,0.8023,0,0.0195,0.0188,0.405,0.0329,0.1802,0.1261,0.0242,0.6545,0.5745,-0.0135,0.027,-0.0135,-0.9054,0.0738
13,15.0357,0.8025,0,0.0195,0.0188,0.405,0.0329,0.1802,0.1261,0.0242,0.6542,0.5745,-0.0135,0.027,-0.0135,-0.9054,0.0741
13.0625,15.0368,0.8028,0,0.0195,0.0188,0.4052,0.0329,0.1803,0.1262,0.0242,0.654,0.5746,-0.0135,0.027,-0.0135,-0.9053,0.0743
13.125,15.0391,0.8031,0,0.0195,0.0188,0.4058,0.0329,0.1804,0.1263,0.0242,0.6537,0.5747,-0.0135,0.027,-0.0135,-0.9051,0.0746
13.1875,15.0424,0.8034,0,0.0195,0.0188,0.4066,0.0329,0.1807,0.1266,0.0242,0.6534,0.5749,-0.0135,0.027,-0.0135,-0.9048,0.0749
13.25,15.0469,0.8037,0,0.0196,0.0187,0.4076,0.0329,0.181,0.1269,0.0242,0.6531,0.5752,-0.0135,0.027,-0.0135,-0.9045,0.0752
13.3125,15.0525,0.804,0,0.0196,0.0187,0.4089,0.033,0.1814,0.1273,0.0241,0.6528,0.5756,-0.0135,0.027,-0.0135,-0.9041,0.0755
13.375,15.0592,0.8044,0,0.0197,0.0186,0.4105,0.033,0.1819,0.1278,0.0241,0.6524,0.576,-0.0135,0.027,-0.0135,-0.9035,0.0759
13.4375,15.067,0.8047,0,0.0197,0.0186,0.4124,0.033,0.1824,0.1284,0.0241,0.6521,0.5765,-0.0135,0.027,-0.0135,-0.9029,0.0762
13.5,15.0759,0.8051,0,0.0198,0.0185,0.4146,0.033,0.1831,0.129,0.0241,0.6517,0.5771,-0.0135,0.027,-0.0135,-0.9022,0.0766
13.5625,15.0848,0.8054,0,0.0199,0.0184,0.4167,0.0331,0.1837,0.1297,0.024,0.6514,0.5776,-0.0135,0.027,-0.0135,-0.9015,0.0769
13.625,15.0937,0.8055,0,0.02,0.0184,0.4189,0.0331,0.1844,0.1303,0.024,0.6513,0.5782,-0.0135,0.027,-0.0135,-0.9008,0.077
13.6875,15.1027,0.8055,0,0.02,0.0183,0.421,0.0331,0.185,0.131,0.024,0.6512,0.5788,-0.0135,0.027,-0.0135,-0.9,0.077
13.75,15.1116,0.8054,0,0.0201,0.0182,0.4232,0.0331,0.1857,0.1316,0.0239,0.6513,0.5793,-0.0135,0.027,-0.0135,-0.8993,0.0769
13.8125,15.1205,0.8052,0,0.0202,0.0182,0.4253,0.0332,0.1863,0.1323,0.0239,0.6516,0.5799,-0.0135,0.027,-0.0135,-0.8985,0.0767
13.875,15.1295,0.8049,0,0.0203,0.0181,0.4275,0.0332,0.187,0.1329,0.0239,0.6519,0.5804,-0.0135,0.027,-0.0135,-0.8978,0.0764
13.9375,15.1384,0.8044,0,0.0203,0.018,0.4297,0.0332,0.1876,0.1336,0.0238,0.6523,0.581,-0.0135,0.027,-0.0135,-0.897,0.0759
14,15.1473,0.8039,0,0.0204,0.018,0.4319,0.0332,0.1883,0.1342,0.0238,0.6529,0.5816,-0.0135,0.027,-0.0135,-0.8962,0.0754
14.0625,15.1562,0.8032,0,0.0205,0.0179,0.4341,0.0333,0.1889,0.1349,0.0238,0.6536,0.5821,-0.0135,0.027,-0.0135,-0.8954,0.0747
14.125,15.1652,0.8023,0,0.0206,0.0178,0.4363,0.0333,0.1896,0.1355,0.0237,0.6544,0.5827,-0.0135,0.027,-0.0135,-0.8947,0.0739
14.1875,15.1741,0.8014,0,0.0206,0.0178,0.4385,0.0333,0.1902,0.1362,0.0237,0.6553,0.5832,-0.0135,0.027,-0.0135,-0.8939,0.0729
14.25,15.183,0.8004,0,0.0207,0.0177,0.4407,0.0334,0.1909,0.1368,0.0237,0.6564,0.5838,-0.0135,0.027,-0.0135,-0.893,0.0719
14.3125,15.192,0.7992,0,0.0208,0.0176,0.443,0.0334,0.1915,0.1375,0.0237,0.6576,0.5843,-0.0135,0.027,-0.0135,-0.8922,0.0707
14.375,15.2009,0.7979,0,0.0209,0.0176,0.4452,0.0334,0.1922,0.1381,0.0236,0.6588,0.5849,-0.0135,0.027,-0.0135,-0.8914,0.0694
14.4375,15.2098,0.7965,0,0.021,0.0175,0.4474,0.0334,0.1928,0.1388,0.0236,0.6602,0.5854,-0.0135,0.027,-0.0135,-0.8906,0.068
14.5,15.2187,0.7949,0,0.021,0.0174,0.4497,0.0335,0.1935,0.1394,0.0236,0.6618,0.586,-0.0135,0.027,-0.0135,-0.8897,0.0665
14.5625,15.2271,0.7934,0,0.0211,0.0174,0.4518,0.0335,0.1941,0.1401,0.0235,0.6633,0.5865,-0.0135,0.027,-0.0135,-0.8889,0.065
14.625,15.2349,0.792,0,0.0212,0.0173,0.4537,0.0335,0.1947,0.1406,0.0235,0.6647,0.587,-0.0135,0.027,-0.0135,-0.8882,0.0636
14.6875,15.2422,0.7905,0,0.0212,0.0173,0.4556,0.0335,0.1952,0.1412,0.0235,0.6661,0.5874,-0.0135,0.027,-0.0135,-0.8875,0.0621
14.75,15.2489,0.7891,0,0.0213,0.0172,0.4573,0.0336,0.1957,0.1416,0.0235,0.6675,0.5879,-0.0135,0.027,-0.0135,-0.8868,0.0608
14.8125,15.255,0.7878,0,0.0213,0.0172,0.4588,0.0336,0.1961,0.1421,0.0234,0.6689,0.5882,-0.0135,0.027,-0.0135,-0.8862,0.0594
14.875,15.2606,0.7865,0,0.0214,0.0171,0.4603,0.0336,0.1965,0.1425,0.0234,0.6702,0.5886,-0.0135,0.027,-0.0135,-0.8856,0.0581
14.9375,15.2656,0.7852,0,0.0214,0.0171,0.4615,0.0336,0.1969,0.1429,0.0234,0.6715,0.5889,-0.0135,0.027,-0.0135,-0.8851,0.0568
15,15.2701,0.7839,0,0.0215,0.0171,0.4627,0.0336,0.1972,0.1432,0.0234,0.6727,0.5892,-0.0135,0.027,-0.0135,-0.8847,0.0556
15.0625,15.274,0.7827,0,0.0215,0.0171,0.4637,0.0336,0.1975,0.1435,0.0234,0.6739,0.5894,-0.0135,0.027,-0.0135,-0.8843,0.0544
15.125,15.2773,0.7816,0,0.0215,0.017,0.4645,0.0337,0.1978,0.1437,0.0234,0.6751,0.5896,-0.0135,0.027,-0.0135,-0.8839,0.0532
15.1875,15.2801,0.7804,0,0.0216,0.017,0.4653,0.0337,0.198,0.1439,0.0234,0.6762,0.5898,-0.0135,0.027,-0.0135,-0.8837,0.0521
15.25,15.2824,0.7793,0,0.0216,0.017,0.4658,0.0337,0.1981,0.1441,0.0234,0.6773,0.5899,-0.0135,0.027,-0.0135,-0.8834,0.051
15.3125,15.284,0.7782,0,0.0216,0.017,0.4663,0.0337,0.1983,0.1442,0.0233,0.6784,0.59,-0.0135,0.027,-0.0135,-0.8833,0.0499
15.375,15.2852,0.7772,0,0.0216,0.017,0.4666,0.0337,0.1983,0.1443,0.0233,0.6794,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0489
15.4375,15.2857,0.7762,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6804,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0479
15.5,15.2857,0.7752,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6814,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0469
15.5625,15.2857,0.7743,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6823,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0459
15.625,15.2857,0.7732,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6834,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0449
15.6875,15.2857,0.7722,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6844,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0439
15.75,15.2857,0.7711,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6855,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0428
15.8125,15.2857,0.77,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6866,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0417
15.875,15.2857,0.7689,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6877,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0405
15.9375,15.2857,0.7677,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6889,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0394
16,15.2857,0.7665,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6901,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0382
16.0625,15.2857,0.7653,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6913,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.037
16.125,15.2857,0.764,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6926,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0357
16.1875,15.2857,0.7627,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6939,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0344
16.25,15.2857,0.7614,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6952,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0331
16.3125,15.2857,0.76,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6965,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0317
16.375,15.2857,0.7587,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6979,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0304
16.4375,15.2857,0.7572,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.6993,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.029
16.5,15.2857,0.7558,0,0.0216,0.017,0.4667,0.0337,0.1984,0.1443,0.0233,0.7008,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0275
16.5625,15.2852,0.7544,0,0.0216,0.017,0.4666,0.0337,0.1983,0.1443,0.0233,0.7021,0.5901,-0.0135,0.027,-0.0135,-0.8831,0.0261
16.625,15.284,0.7531,0,0.0216,0.017,0.4663,0.0337,0.1983,0.1442,0.0233,0.7035,0.59,-0.0135,0.027,-0.0135,-0.8833,0.0248
16.6875,15.2824,0.7518,0,0.0216,0.017,0.4658,0.0337,0.1981,0.1441,0.0234,0.7047,0.5899,-0.0135,0.027,-0.0135,-0.8834,0.0236
16.75,15.2801,0.7506,0,0.0216,0.017,0.4653,0.0337,0.198,0.1439,0.0234,0.7059,0.5898,-0.0135,0.027,-0.0135,-0.8837,0.0224
16.8125,15.2773,0.7495,0,0.0215,0.017,0.4645,0.0337,0.1978,0.1437,0.0234,0.7071,0.5896,-0.0135,0.027,-0.0135,-0.8839,0.0212
16.875,15.274,0.7484,0,0.0215,0.0171,0.4637,0.0336,0.1975,0.1435,0.0234,0.7081,0.5894,-0.0135,0.027,-0.0135,-0.8843,0.0201
16.9375,15.2701,0.7474,0,0.0215,0.0171,0.4627,0.0336,0.1972,0.1432,0.0234,0.7092,0.5892,-0.0135,0.027,-0.0135,-0.8847,0.0191
17,15.2656,0.7464,0,0.0214,0.0171,0.4615,0.0336,0.1969,0.1429,0.0234,0.7101,0.5889,-0.0135,0.027,-0.0135,-0.8851,0.0182
17.0625,15.2606,0.7455,0,0.0214,0.0171,0.4603,0.0336,0.1965,0.1425,0.0234,0.711,0.5886,-0.0135,0.027,-0.0135,-0.8856,0.0173
17.125,15.255,0.7447,0,0.0213,0.0172,0.4588,0.0336,0.1961,0.1421,0.0234,0.7119,0.5882,-0.0135,0.027,-0.0135,-0.8862,0.0164
17.1875,15.2489,0.7439,0,0.0213,0.0172,0.4573,0.0336,0.1957,0.1416,0.0235,0.7126,0.5879,-0.0135,0.027,-0.0135,-0.8868,0.0156
17.25,15.2422,0.7432,0,0.0212,0.0173,0.4556,0.0335,0.1952,0.1412,0.0235,0.7134,0.5874,-0.0135,0.027,-0.0135,-0.8875,0.0149
17.3125,15.2349,0.7425,0,0.0212,0.0173,0.4537,0.0335,0.1947,0.1406,0.0235,0.714,0.587,-0.0135,0.027,-0.0135,-0.8882,0.0143
17.375,15.2271,0.7419,0,0.0211,0.0174,0.4518,0.0335,0.1941,0.1401,0.0235,0.7146,0.5865,-0.0135,0.027,-0.0135,-0.8889,0.0137
17.4375,15.2188,0.7414,0,0.021,0.0174,0.4497,0.0335,0.1935,0.1394,0.0236,0.7152,0.586,-0.0135,0.027,-0.0135,-0.8897,0.0131
17.5,15.2098,0.7409,0,0.021,0.0175,0.4474,0.0334,0.1928,0.1388,0.0236,0.7156,0.5854,-0.0135,0.027,-0.0135,-0.8906,0.0126
17.5625,15.2026,0.7404,0,0.0209,0.0176,0.4456,0.0334,0.1923,0.1383,0.0236,0.7162,0.585,-0.0135,0.027,-0.0135,-0.8912,0.0121
17.625,15.197,0.7398,0,0.0208,0.0176,0.4442,0.0334,0.1919,0.1379,0.0236,0.7167,0.5846,-0.0135,0.027,-0.0135,-0.8918,0.0116
17.6875,15.1931,0.7392,0,0.0208,0.0176,0.4432,0.0334,0.1916,0.1376,0.0236,0.7173,0.5844,-0.0135,0.027,-0.0135,-0.8921,0.011
17.75,15.1908,0.7386,0,0.0208,0.0176,0.4427,0.0334,0.1914,0.1374,0.0237,0.718,0.5843,-0.0135,0.027,-0.0135,-0.8923,0.0103
17.8125,15.1903,0.7379,0,0.0208,0.0176,0.4425,0.0334,0.1914,0.1374,0.0237,0.7187,0.5842,-0.0135,0.027,-0.0135,-0.8924,0.0096
17.875,15.1914,0.7372,0,0.0208,0.0176,0.4428,0.0334,0.1915,0.1375,0.0237,0.7194,0.5843,-0.0135,0.027,-0.0135,-0.8923,0.0089
17.9375,15.1942,0.7364,0,0.0208,0.0176,0.4435,0.0334,0.1917,0.1377,0.0236,0.7202,0.5845,-0.0135,0.027,-0.0135,-0.892,0.0081
18,15.1987,0.7356,0,0.0209,0.0176,0.4446,0.0334,0.192,0.138,0.0236,0.721,0.5848,-0.0135,0.027,-0.0135,-0.8916,0.0073
18.0625,15.2048,0.7347,0,0.0209,0.0175,0.4462,0.0334,0.1925,0.1384,0.0236,0.7218,0.5851,-0.0135,0.027,-0.0135,-0.891,0.0064
18.125,15.2126,0.7338,0,0.021,0.0175,0.4481,0.0335,0.193,0.139,0.0236,0.7227,0.5856,-0.0135,0.027,-0.0135,-0.8903,0.0055
18.1875,15.2221,0.7329,0,0.0211,0.0174,0.4505,0.0335,0.1937,0.1397,0.0236,0.7237,0.5862,-0.0135,0.027,-0.0135,-0.8894,0.0046
18.25,15.2333,0.7319,0,0.0212,0.0173,0.4533,0.0335,0.1945,0.1405,0.0235,0.7247,0.5869,-0.0135,0.027,-0.0135,-0.8883,0.0036
18.3125,15.2461,0.7309,0,0.0213,0.0172,0.4566,0.0336,0.1955,0.1414,0.0235,0.7257,0.5877,-0.0135,0.027,-0.0135,-0.8871,0.0026
18.375,15.2606,0.7298,0,0.0214,0.0171,0.4603,0.0336,0.1965,0.1425,0.0234,0.7268,0.5886,-0.0135,0.027,-0.0135,-0.8856,0.0015
18.4375,15.2768,0.7287,0,0.0215,0.017,0.4644,0.0337,0.1977,0.1437,0.0234,0.7279,0.5896,-0.0135,0.027,-0.0135,-0.884,4e-04
18.5,15.2946,0.7275,0,0.0217,0.0169,0.469,0.0337,0.199,0.145,0.0233,0.729,0.5907,-0.0135,0.027,-0.0135,-0.8821,-7e-04
18.5625,15.3119,0.7265,0,0.0218,0.0168,0.4735,0.0338,0.2003,0.1462,0.0233,0.7301,0.5917,-0.0135,0.027,-0.0135,-0.8803,-0.0018
18.625,15.3287,0.7255,0,0.022,0.0167,0.4778,0.0338,0.2015,0.1475,0.0232,0.731,0.5927,-0.0135,0.027,-0.0135,-0.8785,-0.0027
18.6875,15.3449,0.7247,0,0.0221,0.0166,0.482,0.0339,0.2027,0.1486,0.0232,0.7319,0.5937,-0.0135,0.027,-0.0135,-0.8767,-0.0036
18.75,15.3605,0.7239,0,0.0223,0.0165,0.4861,0.0339,0.2039,0.1498,0.0231,0.7326,0.5947,-0.0135,0.027,-0.0135,-0.875,-0.0043
18.8125,15.3756,0.7233,0,0.0224,0.0164,0.4901,0.034,0.205,0.1509,0.0231,0.7333,0.5956,-0.0135,0.027,-0.0135,-0.8733,-0.005
18.875,15.3901,0.7228,0,0.0225,0.0163,0.494,0.034,0.2061,0.1519,0.023,0.7338,0.5964,-0.0135,0.027,-0.0135,-0.8716,-0.0055
18.9375,15.404,0.7223,0,0.0227,0.0162,0.4977,0.0341,0.2071,0.153,0.023,0.7342,0.5973,-0.0135,0.027,-0.0135,-0.8699,-0.006
19,15.4174,0.722,0,0.0228,0.0162,0.5012,0.0341,0.2081,0.1539,0.0229,0.7346,0.5981,-0.0135,0.027,-0.0135,-0.8683,-0.0063
19.0625,15.4302,0.7218,0,0.0229,0.0161,0.5047,0.0341,0.209,0.1549,0.0229,0.7348,0.5988,-0.0135,0.027,-0.0135,-0.8667,-0.0065
19.125,15.4425,0.7216,0,0.023,0.016,0.508,0.0342,0.2099,0.1558,0.0229,0.7349,0.5996,-0.0135,0.027,-0.0135,-0.8652,-0.0067
19.1875,15.4542,0.7216,0,0.0231,0.016,0.5112,0.0342,0.2108,0.1566,0.0228,0.735,0.6003,-0.0135,0.027,-0.0135,-0.8637,-0.0067
19.25,15.4654,0.7217,0,0.0232,0.0159,0.5142,0.0343,0.2116,0.1574,0.0228,0.7349,0.6009,-0.0135,0.027,-0.0135,-0.8622,-0.0066
19.3125,15.476,0.7218,0,0.0233,0.0158,0.5171,0.0343,0.2124,0.1582,0.0228,0.7347,0.6016,-0.0135,0.027,-0.0135,-0.8608,-0.0064
19.375,15.486,0.7221,0,0.0234,0.0158,0.5198,0.0343,0.2132,0.1589,0.0227,0.7344,0.6022,-0.0135,0.027,-0.0135,-0.8595,-0.0062
19.4375,15.4955,0.7225,0,0.0235,0.0157,0.5224,0.0344,0.2139,0.1596,0.0227,0.7341,0.6027,-0.0135,0.027,-0.0135,-0.8582,-0.0058
19.5,15.5045,0.723,0,0.0236,0.0157,0.5249,0.0344,0.2145,0.1603,0.0227,0.7336,0.6033,-0.0135,0.027,-0.0135,-0.857,-0.0053
19.5625,15.5117,0.7234,0,0.0236,0.0156,0.5269,0.0344,0.2151,0.1608,0.0227,0.7332,0.6037,-0.0135,0.027,-0.0135,-0.856,-0.0049
19.625,15.5173,0.7238,0,0.0237,0.0156,0.5284,0.0344,0.2155,0.1612,0.0227,0.7328,0.604,-0.0135,0.027,-0.0135,-0.8553,-0.0045
19.6875,15.5212,0.7241,0,0.0237,0.0156,0.5295,0.0344,0.2158,0.1615,0.0226,0.7325,0.6042,-0.0135,0.027,-0.0135,-0.8547,-0.0042
